,0069,92,00ED4
R,013C,3F,002FE
R,013C,40,0063F
R,013C,41,00E93
R,013C,42,00F36
R,013C,43,012F0
R,013C,44,00936
R,013C,45,0045B
R,013C,46,0124E
R,013C,47,003D7
R,013C,48,005CE
R,013C,49,013B0
R,013C,4A,006AC
R,013C,4B,0135F
R,013C,4C,003D7
R,013C,4D,014FE
R,013C,4E,0136B
R,013C,4F,0114C
R,013C,50,00D5F
R,013C,51,013FF
R,013C,52,00662
R,013C,53,00706
R,013C,54,013C1
R,013C,55,00E73
R,013C,56,001E7
R,013C,57,01438
R,013C,58,00451
R,013C,59,01242
R,013C,5A,014B5
R,013C,5B,01565
R,013C,5C,00963
R,013C,5D,001E8
R,013C,5E,00E0D
R,013C,5F,006A4
R,013C,60,005DB
R,013C,61,009F8
R,013C,62,00640
R,013C,63,0093C
R,013C,64,0093A
R,013C,65,00F9C
R,013C,66,012F0
R,013C,67,014FD
R,013C,68,00E7D
R,013C,69,01659
R,013C,6A,00EE8
R,013C,6B,0087F
R,013C,6C,01296
R,013C,6D,00FD8
R,013C,6E,01683
R,013C,6F,00D0C
R,013C,70,01603
R,013C,71,00A66
R,013C,72,011A6
R,013C,73,01087
R,013C,74,006C0
R,013C,75,010AA
R,013C,76,00194
R,013C,77,014A7
R,013C,78,00820
R,013C,79,00743
R,013C,7A,00F07
R,013C,7B,0119B
R,013C,7C,0098C
R,013C,7D,01627
R,013C,7E,00F86
R,013C,7F,0062C
R,013C,80,005A0
R,013C,81,00A61
R,013C,82,01376
R,013C,83,01182
R,013C,84,00902
R,013C,85,005C6
R,013C,86,0057B
R,013C,87,01041
R,013C,88,00D85
R,013C,89,00396
R,013C,8A,007A5
R,013C,8B,00DAF
R,013C,8C,01109
R,013C,8D,0134E
R,013C,8E,00730
R,013C,8F,00E07
R,013C,90,014AF
R,013C,91,00772
R,013C,92,00F0C
R,013C,93,009F3
R,013C,94,0033B
R,013C,95,0081A
R,013C,96,00BFE
R,013C,97,0038C
R,013C,98,01650
R,013C,99,010A5
R,013C,9A,006F5
R,013C,9B,00DF9
R,013C,9C,004AE
R,013C,9D,00F8A
R,013C,9E,00FD3
R,013C,9F,0117D
R,013C,A0,00406
R,013C,A1,011C0
R,013C,A2,0134A
R,013C,A3,01193
R,013C,A4,00DD9
R,013C,A5,00DEF
R,013C,A6,01343
R,013C,A7,015D5
R,013C,A8,00DFA
R,013C,A9,01359
R,013C,AA,0168D
R,013C,AB,0022E
R,013C,AC,00233
R,013C,AD,005CC
R,013C,AE,01565
R,013C,AF,006F3
R,013C,B0,00EEC
R,013C,B1,01173
R,013C,B2,00312
R,013C,B3,0033A
R,013C,B4,01333
R,013C,B5,01394
R,013C,B6,0118A
R,013C,B7,0112D
R,013C,B8,0060F
R,013C,B9,0021E
R,013C,BA,00256
R,013C,BB,00436
R,013C,BC,00252
R,013C,BD,00D71
R,013C,BE,005E1
R,013C,BF,0074C
R,013C,C0,00CFC
R,013C,C1,0101C
R,013C,C2,0134F
R,013C,C3,0115C
R,013C,C4,0054A
R,013C,C5,012A0
R,013C,C6,00900
R,013C,C7,00BAA
R,013C,C8,00528
R,013C,C9,00AC1
R,013C,CA,00855
R,013C,CB,0053A
R,013C,CC,00A32
R,013C,CD,01651
R,013C,CE,010FD
R,013C,CF,011DD
R,013C,D0,0165A
R,013C,D1,01592
R,013C,D2,01664
R,013C,D3,00F47
R,013C,D4,0044B
R,013C,D5,012CE
R,013C,D6,005E7
R,013C,D7,015ED
R,013C,D8,004C6
R,013C,D9,00580
R,013C,DA,00602
R,013C,DB,002E5
R,013C,DC,008DA
R,013C,DD,0062A
R,013C,DE,0025E
R,013C,DF,0068F
R,013C,E0,01509
R,013C,E1,00205
R,013C,E2,00684
R,013C,E3,01193
R,013C,E4,013DD
R,013C,E5,015EB
R,013C,E6,00311
R,013C,E7,00DAF
R,013C,E8,0056D
R,013C,E9,01510
R,013C,EA,01488
R,013C,EB,00A8E
R,013C,EC,01051
R,013C,ED,0026A
R,013C,EE,00A21
R,013C,EF,001BC
R,013C,F0,00C21
R,013C,F1,013A7
R,013C,F2,00E23
R,013C,F3,00852
R,013C,F4,00BCA
R,013C,F5,00F38
R,013C,F6,008A6
R,013C,F7,0158E
R,013C,F8,0036F
R,013C,F9,00F88
R,013C,FA,00D35
R,013C,FB,0148E
R,013C,FC,00874
R,013C,FD,00E78
R,013C,FE,007B7
R,013C,FF,00EE1
T,013C,00557E3C
R,013D,00,00A33
R,013D,01,0154A
R,013D,02,01512
R,013D,03,00465
R,013D,04,00882
R,013D,05,008B6
R,013D,06,01224
R,013D,07,00B27
R,013D,08,004CA
R,013D,09,00FA0
R,013D,0A,00964
R,013D,0B,0114F
R,013D,0C,015A8
R,013D,0D,00D8C
R,013D,0E,0030F
R,013D,0F,013E2
R,013D,10,0115A
R,013D,11,0164D
R,013D,12,0029F
R,013D,13,00EA8
R,013D,14,01164
R,013D,15,007FD
R,013D,16,00EDA
R,013D,17,01630
R,013D,18,009A0
R,013D,19,01515
R,013D,1A,01458
R,013D,1B,009EF
R,013D,1C,00CB1
R,013D,1D,0134E
R,013D,1E,0103E
R,013D,1F,00A98
R,013D,20,007C9
R,013D,21,01328
R,013D,22,0158D
R,013D,23,0143F
R,013D,24,0155B
R,013D,25,0155F
R,013D,26,00C9C
R,013D,27,016BE
R,013D,28,00991
R,013D,29,00D79
R,013D,2A,00607
R,013D,2B,006D4
R,013D,2C,014ED
R,013D,2D,00C10
R,013D,2E,009DE
R,013D,2F,00617
R,013D,30,0129F
R,013D,31,00229
R,013D,32,00F33
R,013D,33,00CAD
R,013D,34,00276
R,013D,35,0048D
R,013D,36,007E1
R,013D,37,00FBA
R,013D,38,016CE
R,013D,39,008E8
R,013D,3A,0064D
R,013D,3B,00219
R,013D,3C,0159B
R,013D,3D,00ECE
R,013D,3E,01134
R,013D,3F,002A1
R,013D,40,00603
R,013D,41,00E60
R,013D,42,00F3E
R,013D,43,012B1
R,013D,44,0099A
R,013D,45,00429
R,013D,46,01277
R,013D,47,0036E
R,013D,48,005B8
R,013D,49,013AD
R,013D,4A,0062F
R,013D,4B,013C2
R,013D,4C,003B5
R,013D,4D,014FB
R,013D,4E,012C1
R,013D,4F,0117E
R,013D,50,00D6C
R,013D,51,01403
R,013D,52,0063C
R,013D,53,00706
R,013D,54,01358
R,013D,55,00E1C
R,013D,56,001E0
R,013D,57,01473
R,013D,58,0047B
R,013D,59,011C4
R,013D,5A,014E5
R,013D,5B,0159D
R,013D,5C,008B4
R,013D,5D,001CC
R,013D,5E,00D85
R,013D,5F,006F8
R,013D,60,00647
R,013D,61,00A22
R,013D,62,00654
R,013D,63,00A4A
R,013D,64,00944
R,013D,65,0103C
R,013D,66,012DB
R,013D,67,01525
R,013D,68,00EA2
R,013D,69,01651
R,013D,6A,00F0C
R,013D,6B,00897
R,013D,6C,0128B
R,013D,6D,00FCD
R,013D,6E,01671
R,013D,6F,00D15
R,013D,70,01628
R,013D,71,00AE7
R,013D,72,011AE
R,013D,73,01097
R,013D,74,006A6
R,013D,75,01089
R,013D,76,001AB
R,013D,77,0150D
R,013D,78,008B3
R,013D,79,00717
R,013D,7A,00F4F
R,013D,7B,0119E
R,013D,7C,0098A
R,013D,7D,01625
R,013D,7E,00FEE
R,013D,7F,005FC
R,013D,80,005D3
R,013D,81,00A5B
R,013D,82,013D9
R,013D,83,01146
R,013D,84,008CB
R,013D,85,005CB
R,013D,86,0059A
R,013D,87,01031
R,013D,88,00D6B
R,013D,89,003C4
R,013D,8A,00799
R,013D,8B,00DB4
R,013D,8C,01147
R,013D,8D,0137C
R,013D,8E,00732
R,013D,8F,00E55
R,013D,90,01491
R,013D,91,00762
R,013D,92,00EFE
R,013D,93,009D4
R,013D,94,0032C
R,013D,95,00854
R,013D,96,00C65
R,013D,97,00378
R,013D,98,01650
R,013D,99,01098
R,013D,9A,006CF
R,013D,9B,00E24
R,013D,9C,00492
R,013D,9D,00FF0
R,013D,9E,01039
R,013D,9F,0114C
R,013D,A0,00441
R,013D,A1,01176
R,013D,A2,01380
R,013D,A3,0114B
R,013D,A4,00DC4
R,013D,A5,00E2A
R,013D,A6,01351
R,013D,A7,015DA
R,013D,A8,00E0B
R,013D,A9,01324
R,013D,AA,01690
R,013D,AB,00249
R,013D,AC,002AB
R,013D,AD,005D2
R,013D,AE,0153F
R,013D,AF,00716
R,013D,B0,00EEA
R,013D,B1,01189
R,013D,B2,0038A
R,013D,B3,00331
R,013D,B4,0135D
R,013D,B5,013AF
R,013D,B6,011A7
R,013D,B7,01112
R,013D,B8,00638
R,013D,B9,00238
R,013D,BA,00259
R,013D,BB,00409
R,013D,BC,00262
R,013D,BD,00D4D
R,013D,BE,005C0
R,013D,BF,0071F
R,013D,C0,00C2A
R,013D,C1,0105F
R,013D,C2,013C5
R,013D,C3,01142
R,013D,C4,0053D
R,013D,C5,01283
R,013D,C6,008D9
R,013D,C7,00BC7
R,013D,C8,004EB
R,013D,C9,00AAC
R,013D,CA,007C1
R,013D,CB,00553
R,013D,CC,00A69
R,013D,CD,0163E
R,013D,CE,010FC
R,013D,CF,01200
R,013D,D0,01640
R,013D,D1,0159C
R,013D,D2,01659
R,013D,D3,00F4C
R,013D,D4,00407
R,013D,D5,012D6
R,013D,D6,00575
R,013D,D7,015D2
R,013D,D8,004D6
R,013D,D9,00501
R,013D,DA,0059D
R,013D,DB,00281
R,013D,DC,008D0
R,013D,DD,00623
R,013D,DE,0027D
R,013D,DF,00676
R,013D,E0,014FE
R,013D,E1,00253
R,013D,E2,006DA
R,013D,E3,011DE
R,013D,E4,0140D
R,013D,E5,015DE
R,013D,E6,002C0
R,013D,E7,00DDC
R,013D,E8,00526
R,013D,E9,014E2
R,013D,EA,014A7
R,013D,EB,00A52
R,013D,EC,01078
R,013D,ED,0024A
R,013D,EE,00A60
R,013D,EF,001E0
R,013D,F0,00B60
R,013D,F1,013BC
R,013D,F2,00E3F
R,013D,F3,00836
R,013D,F4,00BC3
R,013D,F5,00EDF
R,013D,F6,0089F
R,013D,F7,0158E
R,013D,F8,00378
R,013D,F9,00F39
R,013D,FA,00D70
R,013D,FB,014F8
R,013D,FC,0083E
R,013D,FD,00E7F
R,013D,FE,007EB
R,013D,FF,00F16
T,013D,00557E3C
R,013E,00,00A07
R,013E,01,01572
R,013E,02,0154D
R,013E,03,003F0
R,013E,04,00833
R,013E,05,00905
R,013E,06,011E2
R,013E,07,00B4E
R,013E,08,004FB
R,013E,09,00F3F
R,013E,0A,009A5
R,013E,0B,01130
R,013E,0C,015C2
R,013E,0D,00D75
R,013E,0E,00373
R,013E,0F,013B4
R,013E,10,0114E
R,013E,11,0164E
R,013E,12,00283
R,013E,13,00E2F
R,013E,14,01151
R,013E,15,00832
R,013E,16,00EA2
R,013E,17,01634
R,013E,18,0099D
R,013E,19,0152F
R,013E,1A,0144B
R,013E,1B,00993
R,013E,1C,00D25
R,013E,1D,013A7
R,013E,1E,00FDF
R,013E,1F,00A14
R,013E,20,007F2
R,013E,21,012ED
R,013E,22,01594
R,013E,23,01430
R,013E,24,01547
R,013E,25,015F5
R,013E,26,00CE2
R,013E,27,016C1
R,013E,28,0095D
R,013E,29,00DBD
R,013E,2A,0063A
R,013E,2B,00681
R,013E,2C,01524
R,013E,2D,00C26
R,013E,2E,009EF
R,013E,2F,00652
R,013E,30,012A7
R,013E,31,0023B
R,013E,32,00EEC
R,013E,33,00CD5
R,013E,34,00242
R,013E,35,004B4
R,013E,36,00817
R,013E,37,00FD4
R,013E,38,01694
R,013E,39,0084A
R,013E,3A,005F6
R,013E,3B,0021F
R,013E,3C,015B6
R,013E,3D,00E62
R,013E,3E,010FE
R,013E,3F,00286
R,013E,40,005E2
R,013E,41,00E5D
R,013E,42,00F93
R,013E,43,0125E
R,013E,44,00989
R,013E,45,00446
R,013E,46,011B6
R,013E,47,0033B
R,013E,48,0056C
R,013E,49,0136C
R,013E,4A,00641
R,013E,4B,01308
R,013E,4C,003DF
R,013E,4D,014CD
R,013E,4E,0133A
R,013E,4F,01186
R,013E,50,00D20
R,013E,51,0141A
R,013E,52,00623
R,013E,53,0070C
R,013E,54,013B2
R,013E,55,00E55
R,013E,56,001CF
R,013E,57,01481
R,013E,58,0044D
R,013E,59,0123A
R,013E,5A,014F3
R,013E,5B,01568
R,013E,5C,008EA
R,013E,5D,001D9
R,013E,5E,00DC3
R,013E,5F,006C9
R,013E,60,005EF
R,013E,61,00A16
R,013E,62,006AB
R,013E,63,00975
R,013E,64,00943
R,013E,65,01046
R,013E,66,012DF
R,013E,67,01501
R,013E,68,00F4A
R,013E,69,0165E
R,013E,6A,00F2D
R,013E,6B,008AB
R,013E,6C,01288
R,013E,6D,00FC8
R,013E,6E,0166D
R,013E,6F,00D01
R,013E,70,01634
R,013E,71,00AD1
R,013E,72,01176
R,013E,73,010AF
R,013E,74,006BC
R,013E,75,0109B
R,013E,76,00195
R,013E,77,01529
R,013E,78,0088E
R,013E,79,00702
R,013E,7A,00EC2
R,013E,7B,011E5
R,013E,7C,009B3
R,013E,7D,0160D
R,013E,7E,00F27
R,013E,7F,00693
R,013E,80,005BF
R,013E,81,00A8B
R,013E,82,013B5
R,013E,83,01187
R,013E,84,008A1
R,013E,85,00566
R,013E,86,00567
R,013E,87,0102F
R,013E,88,00D54
R,013E,89,003B2
R,013E,8A,0075C
R,013E,8B,00DFA
R,013E,8C,00FDF
R,013E,8D,01367
R,013E,8E,00720
R,013E,8F,00E47
R,013E,90,014BD
R,013E,91,0071A
R,013E,92,00EB7
R,013E,93,009CD
R,013E,94,00329
R,013E,95,0086D
R,013E,96,00C58
R,013E,97,0036C
R,013E,98,0163D
R,013E,99,01083
R,013E,9A,006B5
R,013E,9B,00E15
R,013E,9C,00526
R,013E,9D,00FCF
R,013E,9E,01014
R,013E,9F,011A7
R,013E,A0,003EC
R,013E,A1,01178
R,013E,A2,012CA
R,013E,A3,01166
R,013E,A4,00DF1
R,013E,A5,00E13
R,013E,A6,01366
R,013E,A7,015C3
R,013E,A8,00E1F
R,013E,A9,0133F
R,013E,AA,01686
R,013E,AB,00229
R,013E,AC,00272
R,013E,AD,005FE
R,013E,AE,01568
R,013E,AF,006C5
R,013E,B0,00F47
R,013E,B1,01209
R,013E,B2,00368
R,013E,B3,0032C
R,013E,B4,01322
R,013E,B5,013A4
R,013E,B6,01141
R,013E,B7,010DF
R,013E,B8,00618
R,013E,B9,00241
R,013E,BA,0025D
R,013E,BB,0047E
R,013E,BC,00257
R,013E,BD,00E1F
R,013E,BE,005F2
R,013E,BF,0072C
R,013E,C0,00C31
R,013E,C1,0106E
R,013E,C2,01394
R,013E,C3,0114E
R,013E,C4,004F5
R,013E,C5,0121C
R,013E,C6,0090E
R,013E,C7,00BBC
R,013E,C8,0046C
R,013E,C9,00A78
R,013E,CA,00858
R,013E,CB,004DC
R,013E,CC,009F0
R,013E,CD,01628
R,013E,CE,0113C
R,013E,CF,01205
R,013E,D0,01667
R,013E,D1,01598
R,013E,D2,0163E
R,013E,D3,00F4B
R,013E,D4,00452
R,013E,D5,01289
R,013E,D6,0063E
R,013E,D7,015E3
R,013E,D8,004DF
R,013E,D9,00537
R,013E,DA,005D0
R,013E,DB,00291
R,013E,DC,00886
R,013E,DD,006E4
R,013E,DE,00269
R,013E,DF,006C1
R,013E,E0,014DD
R,013E,E1,0022B
R,013E,E2,006DD
R,013E,E3,011FF
R,013E,E4,01403
R,013E,E5,01605
R,013E,E6,002F6
R,013E,E7,00D8E
R,013E,E8,00569
R,013E,E9,01500
R,013E,EA,014DB
R,013E,EB,00A89
R,013E,EC,0101B
R,013E,ED,0025E
R,013E,EE,00A36
R,013E,EF,0020A
R,013E,F0,00B98
R,013E,F1,013C2
R,013E,F2,00EA2
R,013E,F3,0085C
R,013E,F4,00BAE
R,013E,F5,00EDD
R,013E,F6,008FB
R,013E,F7,015B7
R,013E,F8,0042D
R,013E,F9,00FA6
R,013E,FA,00D4F
R,013E,FB,01550
R,013E,FC,0087A
R,013E,FD,00F03
R,013E,FE,0080C
R,013E,FF,00F3C
T,013E,00557972
R,013F,00,009F3
R,013F,01,01553
R,013F,02,01562
R,013F,03,003F8
R,013F,04,00875
R,013F,05,008AF
R,013F,06,011CE
R,013F,07,00B5B
R,013F,08,00491
R,013F,09,00EF6
R,013F,0A,0095A
R,013F,0B,01178
R,013F,0C,01578
R,013F,0D,00E2F
R,013F,0E,0037C
R,013F,0F,01401
R,013F,10,01129
R,013F,11,0163A
R,013F,12,0029F
R,013F,13,00E48
R,013F,14,01180
R,013F,15,00830
R,013F,16,00ECE
R,013F,17,01611
R,013F,18,00925
R,013F,19,01516
R,013F,1A,01445
R,013F,1B,009CD
R,013F,1C,00CC5
R,013F,1D,01346
R,013F,1E,0101B
R,013F,1F,00AA1
R,013F,20,00813
R,013F,21,01311
R,013F,22,015B5
R,013F,23,01423
R,013F,24,0152F
R,013F,25,015A9
R,013F,26,00C74
R,013F,27,016BD
R,013F,28,0094F
R,013F,29,00D64
R,013F,2A,00642
R,013F,2B,0067E
R,013F,2C,014D8
R,013F,2D,00BEA
R,013F,2E,009D5
R,013F,2F,00638
R,013F,30,0124C
R,013F,31,00233
R,013F,32,00F16
R,013F,33,00CB9
R,013F,34,002A0
R,013F,35,0042E
R,013F,36,00853
R,013F,37,0100F
R,013F,38,01687
R,013F,39,008DC
R,013F,3A,00581
R,013F,3B,001F8
R,013F,3C,015AC
R,013F,3D,00EFA
R,013F,3E,01069
R,013F,3F,00276
R,013F,40,005F6
R,013F,41,00E59
R,013F,42,00F8B
R,013F,43,012B3
R,013F,44,00A5A
R,013F,45,00417
R,013F,46,011B9
R,013F,47,003A8
R,013F,48,005F3
R,013F,49,01394
R,013F,4A,0068C
R,013F,4B,012E6
R,013F,4C,0038F
R,013F,4D,014E2
R,013F,4E,0130A
R,013F,4F,0118A
R,013F,50,00D57
R,013F,51,013B1
R,013F,52,00660
R,013F,53,006FD
R,013F,54,013BE
R,013F,55,00E24
R,013F,56,001D1
R,013F,57,01471
R,013F,58,00431
R,013F,59,011FD
R,013F,5A,014AE
R,013F,5B,01570
R,013F,5C,008EE
R,013F,5D,001DE
R,013F,5E,00E18
R,013F,5F,00708
R,013F,60,00616
R,013F,61,009D5
R,013F,62,00680
R,013F,63,009CF
R,013F,64,00967
R,013F,65,01049
R,013F,66,01307
R,013F,67,014EF
R,013F,68,00EB4
R,013F,69,0164D
R,013F,6A,00F8C
R,013F,6B,008BD
R,013F,6C,01203
R,013F,6D,00FE0
R,013F,6E,0166E
R,013F,6F,00D4C
R,013F,70,01637
R,013F,71,00A9E
R,013F,72,0116E
R,013F,73,010F4
R,013F,74,006F9
R,013F,75,0109D
R,013F,76,001BD
R,013F,77,01514
R,013F,78,00865
R,013F,79,0076A
R,013F,7A,00E8E
R,013F,7B,011A2
R,013F,7C,009BB
R,013F,7D,01624
R,013F,7E,00FA3
R,013F,7F,0061B
R,013F,80,005A0
R,013F,81,00A6D
R,013F,82,01389
R,013F,83,011D2
R,013F,84,00923
R,013F,85,005D2
R,013F,86,0057A
R,013F,87,01003
R,013F,88,00D43
R,013F,89,003F1
R,013F,8A,0074E
R,013F,8B,00DDB
R,013F,8C,01080
R,013F,8D,01317
R,013F,8E,0075C
R,013F,8F,00E8E
R,013F,90,014BC
R,013F,91,00755
R,013F,92,00EF5
R,013F,93,009F6
R,013F,94,0032B
R,013F,95,00814
R,013F,96,00BF3
R,013F,97,00389
R,013F,98,01626
R,013F,99,0107E
R,013F,9A,00727
R,013F,9B,00E18
R,013F,9C,00503
R,013F,9D,00FB9
R,013F,9E,00FF9
R,013F,9F,01132
R,013F,A0,003F6
R,013F,A1,01192
R,013F,A2,01357
R,013F,A3,011B0
R,013F,A4,00DC7
R,013F,A5,00DF3
R,013F,A6,01334
R,013F,A7,015D2
R,013F,A8,00E96
R,013F,A9,01304
R,013F,AA,01695
R,013F,AB,00225
R,013F,AC,00281
R,013F,AD,0060C
R,013F,AE,01564
R,013F,AF,006B3
R,013F,B0,00F21
R,013F,B1,011A6
R,013F,B2,00350
R,013F,B3,00371
R,013F,B4,0135A
R,013F,B5,0141C
R,013F,B6,011C5
R,013F,B7,01120
R,013F,B8,0058C
R,013F,B9,00210
R,013F,BA,00276
R,013F,BB,00432
R,013F,BC,00243
R,013F,BD,00DE3
R,013F,BE,00601
R,013F,BF,00713
R,013F,C0,00C4E
R,013F,C1,010FD
R,013F,C2,0136B
R,013F,C3,0114D
R,013F,C4,00506
R,013F,C5,012E4
R,013F,C6,0091A
R,013F,C7,00C06
R,013F,C8,004A4
R,013F,C9,00ABA
R,013F,CA,007AE
R,013F,CB,004DF
R,013F,CC,00A3B
R,013F,CD,0161F
R,013F,CE,01155
R,013F,CF,01231
R,013F,D0,0163D
R,013F,D1,015DA
R,013F,D2,0163D
R,013F,D3,00F24
R,013F,D4,0043A
R,013F,D5,0126A
R,013F,D6,005DC
R,013F,D7,01608
R,013F,D8,0051C
R,013F,D9,0054B
R,013F,DA,00629
R,013F,DB,002ED
R,013F,DC,00946
R,013F,DD,0068D
R,013F,DE,0029C
R,013F,DF,00690
R,013F,E0,014DC
R,013F,E1,00243
R,013F,E2,006FA
R,013F,E3,01244
R,013F,E4,01409
R,013F,E5,01611
R,013F,E6,0031A
R,013F,E7,00D66
R,013F,E8,0054E
R,013F,E9,014FC
R,013F,EA,01496
R,013F,EB,00A6C
R,013F,EC,01048
R,013F,ED,00258
R,013F,EE,009A4
R,013F,EF,001CB
R,013F,F0,00C25
R,013F,F1,013E3
R,013F,F2,00E56
R,013F,F3,00832
R,013F,F4,00B90
R,013F,F5,00F2E
R,013F,F6,008E3
R,013F,F7,01591
R,013F,F8,00378
R,013F,F9,00F60
R,013F,FA,00D86
R,013F,FB,0156B
R,013F,FC,0080A
R,013F,FD,00E79
R,013F,FE,007CE
R,013F,FF,00ED0
T,013F,00557972
R,0140,00,00A26
R,0140,01,01547
R,0140,02,01547
R,0140,03,003E2
R,0140,04,00868
R,0140,05,008B3
R,0140,06,0121A
R,0140,07,00B2B
R,0140,08,00504
R,0140,09,00E75
R,0140,0A,00930
R,0140,0B,01147
R,0140,0C,01585
R,0140,0D,00D25
R,0140,0E,00377
R,0140,0F,0137D
R,0140,10,01170
R,0140,11,01646
R,0140,12,00278
R,0140,13,00E06
R,0140,14,011B2
R,0140,15,007F4
R,0140,16,00EF6
R,0140,17,0161C
R,0140,18,00972
R,0140,19,01528
R,0140,1A,01421
R,0140,1B,009D6
R,0140,1C,00CE7
R,0140,1D,013BF
R,0140,1E,00FF7
R,0140,1F,00A68
R,0140,20,007C1
R,0140,21,0139B
R,0140,22,01578
R,0140,23,013C1
R,0140,24,0157C
R,0140,25,0158D
R,0140,26,00C59
R,0140,27,016C0
R,0140,28,0094F
R,0140,29,00D64
R,0140,2A,005E9
R,0140,2B,006CB
R,0140,2C,014DD
R,0140,2D,00C27
R,0140,2E,00A2B
R,0140,2F,0064C
R,0140,30,01278
R,0140,31,00262
R,0140,32,00F15
R,0140,33,00CC0
R,0140,34,00288
R,0140,35,00476
R,0140,36,0083D
R,0140,37,01020
R,0140,38,016A7
R,0140,39,0087C
R,0140,3A,00596
R,0140,3B,00201
R,0140,3C,015A9
R,0140,3D,00EAB
R,0140,3E,010D5
R,0140,3F,0027D
R,0140,40,005BE
R,0140,41,00E69
R,0140,42,00F71
R,0140,43,01307
R,0140,44,009CA
R,0140,45,0045D
R,0140,46,011C4
R,0140,47,003D2
R,0140,48,005AA
R,0140,49,0137A
R,0140,4A,00620
R,0140,4B,012FE
R,0140,4C,00361
R,0140,4D,014F3
R,0140,4E,012E8
R,0140,4F,011B7
R,0140,50,00D40
R,0140,51,013FD
R,0140,52,00628
R,0140,53,006E0
R,0140,54,013B7
R,0140,55,00DCC
R,0140,56,001D4
R,0140,57,0144D
R,0140,58,00424
R,0140,59,0121D
R,0140,5A,014C8
R,0140,5B,0158F
R,0140,5C,00929
R,0140,5D,001D0
R,0140,5E,00DEA
R,0140,5F,0065F
R,0140,60,00605
R,0140,61,00A2D
R,0140,62,0065A
R,0140,63,00A2B
R,0140,64,00972
R,0140,65,00FB8
R,0140,66,012D2
R,0140,67,0151E
R,0140,68,00E45
R,0140,69,01674
R,0140,6A,00EE8
R,0140,6B,0085E
R,0140,6C,01246
R,0140,6D,00FED
R,0140,6E,0166E
R,0140,6F,00D81
R,0140,70,01624
R,0140,71,00ABA
R,0140,72,01167
R,0140,73,010CA
R,0140,74,006EC
R,0140,75,0109F
R,0140,76,001A1
R,0140,77,01537
R,0140,78,00857
R,0140,79,00713
R,0140,7A,00ECF
R,0140,7B,011F1
R,0140,7C,0096A
R,0140,7D,0162B
R,0140,7E,00F7F
R,0140,7F,00648
R,0140,80,0059B
R,0140,81,00AC4
R,0140,82,0139A
R,0140,83,011F3
R,0140,84,008A2
R,0140,85,00601
R,0140,86,005A8
R,0140,87,01050
R,0140,88,00D1E
R,0140,89,003C2
R,0140,8A,0075B
R,0140,8B,00DB8
R,0140,8C,01021
R,0140,8D,0133E
R,0140,8E,0070B
R,0140,8F,00E45
R,0140,90,01526
R,0140,91,00779
R,0140,92,00F0D
R,0140,93,00965
R,0140,94,00373
R,0140,95,0084B
R,0140,96,00C77
R,0140,97,00392
R,0140,98,01619
R,0140,99,010F9
R,0140,9A,00673
R,0140,9B,00E9A
R,0140,9C,004D7
R,0140,9D,00FFC
R,0140,9E,0102F
R,0140,9F,011BA
R,0140,A0,00406
R,0140,A1,011EB
R,0140,A2,01366
R,0140,A3,011E4
R,0140,A4,00DF4
R,0140,A5,00DE8
R,0140,A6,013A6
R,0140,A7,015B9
R,0140,A8,00E09
R,0140,A9,0135D
R,0140,AA,01696
R,0140,AB,00224
R,0140,AC,00268
R,0140,AD,005D3
R,0140,AE,0151A
R,0140,AF,006F8
R,0140,B0,00F02
R,0140,B1,01167
R,0140,B2,0035E
R,0140,B3,00350
R,0140,B4,01380
R,0140,B5,013BB
R,0140,B6,01148
R,0140,B7,01124
R,0140,B8,00626
R,0140,B9,00214
R,0140,BA,0022F
R,0140,BB,00463
R,0140,BC,0025E
R,0140,BD,00DC3
R,0140,BE,005F6
R,0140,BF,006F4
R,0140,C0,00C25
R,0140,C1,010D4
R,0140,C2,013C1
R,0140,C3,01187
R,0140,C4,00526
R,0140,C5,012EA
R,0140,C6,008E4
R,0140,C7,00BAE
R,0140,C8,0049A
R,0140,C9,00AB9
R,0140,CA,00803
R,0140,CB,004E6
R,0140,CC,00A4E
R,0140,CD,0163D
R,0140,CE,0110E
R,0140,CF,01255
R,0140,D0,01632
R,0140,D1,015CD
R,0140,D2,0165D
R,0140,D3,00F2E
R,0140,D4,00406
R,0140,D5,012C5
R,0140,D6,005B2
R,0140,D7,015F4
R,0140,D8,0054B
R,0140,D9,0055B
R,0140,DA,005EB
R,0140,DB,002DD
R,0140,DC,008C3
R,0140,DD,0068C
R,0140,DE,0026F
R,0140,DF,006B8
R,0140,E0,014C3
R,0140,E1,0028B
R,0140,E2,00727
R,0140,E3,011D0
R,0140,E4,013F9
R,0140,E5,0160F
R,0140,E6,002CF
R,0140,E7,00D7F
R,0140,E8,004DC
R,0140,E9,01524
R,0140,EA,0147B
R,0140,EB,00A7B
R,0140,EC,01083
R,0140,ED,00261
R,0140,EE,009F9
R,0140,EF,001DF
R,0140,F0,00BE1
R,0140,F1,0137F
R,0140,F2,00DCE
R,0140,F3,00823
R,0140,F4,00BAD
R,0140,F5,00EF9
R,0140,F6,00918
R,0140,F7,0157F
R,0140,F8,003A5
R,0140,F9,00F93
R,0140,FA,00D84
R,0140,FB,0153B
R,0140,FC,0087C
R,0140,FD,00E67
R,0140,FE,00838
R,0140,FF,00ED9
T,0140,00557972
R,0141,00,00A0B
